id,parent__id,topLevel__id,partOfCommunityDegree,instanceOfs__taxonomyID,isFormalOrganization,isResearchInstitution,isUniversity,isWorkingGroup,isDepartment,category,label.fullName.de,label.fullName.en,label.short.de,label.short.en,tagline.en,tagline.de,description.de,description.en,hasHeads.literal,hasHeads.contact__contactsIDs,location.country.code,location.city,location.coords.lat,location.coords.lng,links.homepage.de,links.homepage.en,links.rorId,uniquePeopleCount.professor.physicist.female,uniquePeopleCount.professor.physicist.male,uniquePeopleCount.professor.physicist.nonbinary,uniquePeopleCount.professor.engineer.female,uniquePeopleCount.professor.engineer.male,uniquePeopleCount.professor.engineer.nonbinary,uniquePeopleCount.professor.other.female,uniquePeopleCount.professor.other.male,uniquePeopleCount.professor.other.nonbinary,uniquePeopleCount.seniorResearcher.physicist.female,uniquePeopleCount.seniorResearcher.physicist.nonbinary,uniquePeopleCount.seniorResearcher.physicist.male,uniquePeopleCount.seniorResearcher.other.female,uniquePeopleCount.seniorResearcher.other.nonbinary,uniquePeopleCount.seniorResearcher.other.male,uniquePeopleCount.seniorResearcher.engineer.nonbinary,uniquePeopleCount.seniorResearcher.engineer.male,uniquePeopleCount.seniorResearcher.engineer.female,uniquePeopleCount.postDoc.physicist.female,uniquePeopleCount.postDoc.physicist.nonbinary,uniquePeopleCount.postDoc.physicist.male,uniquePeopleCount.postDoc.other.nonbinary,uniquePeopleCount.postDoc.other.male,uniquePeopleCount.postDoc.other.female,uniquePeopleCount.postDoc.engineer.nonbinary,uniquePeopleCount.postDoc.engineer.male,uniquePeopleCount.postDoc.engineer.female,uniquePeopleCount.phdStudent.physicist.female,uniquePeopleCount.phdStudent.physicist.nonbinary,uniquePeopleCount.phdStudent.physicist.male,uniquePeopleCount.phdStudent.other.nonbinary,uniquePeopleCount.phdStudent.other.male,uniquePeopleCount.phdStudent.other.female,uniquePeopleCount.phdStudent.engineer.nonbinary,uniquePeopleCount.phdStudent.engineer.male,uniquePeopleCount.phdStudent.engineer.female,uniquePeopleCount.masterStudent.physicist.female,uniquePeopleCount.masterStudent.physicist.nonbinary,uniquePeopleCount.masterStudent.physicist.male,uniquePeopleCount.masterStudent.other.nonbinary,uniquePeopleCount.masterStudent.other.male,uniquePeopleCount.masterStudent.other.female,uniquePeopleCount.masterStudent.engineer.nonbinary,uniquePeopleCount.masterStudent.engineer.male,uniquePeopleCount.masterStudent.engineer.female,uniquePeopleCount.bachelorStudent.physicist.female,uniquePeopleCount.bachelorStudent.physicist.nonbinary,uniquePeopleCount.bachelorStudent.physicist.male,uniquePeopleCount.bachelorStudent.other.nonbinary,uniquePeopleCount.bachelorStudent.other.male,uniquePeopleCount.bachelorStudent.other.female,uniquePeopleCount.bachelorStudent.engineer.male,uniquePeopleCount.bachelorStudent.engineer.nonbinary,uniquePeopleCount.bachelorStudent.engineer.female,uniquePeopleCountSum.female,uniquePeopleCountSum.male,uniquePeopleCountSum.nonbinary,uniquePeopleCountSum.physicist,uniquePeopleCountSum.engineer,uniquePeopleCountSum.total,uniquePeopleCountSum.other,uniquePeopleCountSum.professor,uniquePeopleCountSum.seniorResearcher,uniquePeopleCountSum.postDoc,uniquePeopleCountSum.phdStudent,uniquePeopleCountSum.masterStudent,uniquePeopleCountSum.bachelorStudent,uniquePeopleCountRecursiveSum.total,uniquePeopleCountRecursiveSum.professor,uniquePeopleCountRecursiveSum.seniorResearcher,uniquePeopleCountRecursiveSum.postDoc,uniquePeopleCountRecursiveSum.phdStudent,uniquePeopleCountRecursiveSum.masterStudent,uniquePeopleCountRecursiveSum.bachelorStudent,uniquePeopleCountRecursiveSum.physicist,uniquePeopleCountRecursiveSum.engineer,uniquePeopleCountRecursiveSum.other,uniquePeopleCountRecursiveSum.female,uniquePeopleCountRecursiveSum.male,uniquePeopleCountRecursiveSum.nonbinary,review.status__id,review.log,review.reviewer__contactsID
community/hzdr/strahlenphysik/laser-teilenchen-beschleunigung/leb,community/hzdr/strahlenphysik/laser-teilenchen-beschleunigung,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Laser-Elek­tronen­ Beschleuni­gung,Department: Laser-electron acceleration,,,<to be set>,<to be translated>,,,Arie Irman,"",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/laser-teilenchen-beschleunigung/lib,community/hzdr/strahlenphysik/laser-teilenchen-beschleunigung,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: Laser-Ionenbeschleunigung,Department: Laser ion acceleration,,,<to be set>,<to be translated>,,,Karl Zeil,"",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzdr/strahlenphysik/laser-teilenchen-beschleunigung/penelope,community/hzdr/strahlenphysik/laser-teilenchen-beschleunigung,community/hzdr,full,/g/organization/working-group,false,false,false,true,false,hgf,Abteilung: PEnELOPE,Department: Diodengepump­ter PW Laser PENELOPE,,,<to be set>,<to be translated>,"Penelope steht für die Entwicklung eines energieeffizienten Hochleistungslasers, der mit Hilfe der Diodenlasertechnologie Petawatt Spitzenleistung mit hoher Pulsenergie und hoher Pulswiederholrate verbindet. Perspektivisch soll das System für die Laser-Ionenbeschleunigung optimiert werden.","Penelope stands for the development of an energy-efficient high-power laser that uses diode laser technology to combine petawatt peak power with high pulse energy and a high pulse repetition rate. petawatt peak power with high pulse energy and a high pulse repetition rate. In the future, the system will be be optimised for laser ion acceleration.",PEnELOPE Team,"",,,,,,,,0,,,0,0,,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,schramm.ullrich
community/hzg,community/,,full,"/g/organization/research-institution,/g/organization/formal-organization",true,true,false,false,false,hgf,Helmholtz-Zentrum Hereon,Helmholtz-Zentrum Hereon,HZG,HZG,Applies accelerator-based science; operates neutron and photon facilities for materials/environmental research.,<to be translated>,,,"","",DE,Geesthacht,53.43575,10.3779,https://www.hereon.de/,https://www.hereon.de/,https://ror.org/03qjp1d79,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01: preparation,,
ket,,,none,/g/organization/committee/erum-committee,false,false,false,false,false,committee,Komitee für Elementarteilchenphysik,Komitee Für Elementarteilchenphysik,KET,KET,<to be set>,<to be translated>,,,"","",Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,01: preparation,,
kfb,,,none,/g/organization/committee/erum-committee,false,false,false,false,false,committee,Komittee für Beschleunigerphysik,Committee for Accelerator Physics,KfB,KfB,<to be set>,<to be translated>,,,"","",Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,01: preparation,,
kfn,,,none,/g/organization/committee/erum-committee,false,false,false,false,false,committee,Kommitee Forschung mit Neutronen,Kommitee Forschung Mit Neutronen,KFN,KFN,<to be set>,<to be translated>,,,"","",Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,01: preparation,,
kfs,,,none,/g/organization/committee/erum-committee,false,false,false,false,false,committee,Kommitee Forschung mit Synchrotronstrahlung,Kommitee Forschung Mit Synchrotronstrahlung,KFS,KFS,<to be set>,<to be translated>,,,"","",Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,01: preparation,,
kfsi,,,none,/g/organization/committee/erum-committee,false,false,false,false,false,committee,Komitee Forschung mit nuklearen Sonden und Ionenstrahlen,Komitee Forschung Mit Nuklearen Sonden Und Ionenstrahlen,KFSI,KFSI,<to be set>,<to be translated>,,,"","",Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,01: preparation,,
khuk,,,none,/g/organization/committee/erum-committee,false,false,false,false,false,committee,Komitee Hadronen- und Kernphysik,Komitee Hadronen- Und Kernphysik,KHuK,KHuK,<to be set>,<to be translated>,,,"","",Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,01: preparation,,
community/kit,community/,,full,"/g/organization/research-institution,/g/organization/university,/g/organization/formal-organization",true,true,true,false,false,hgf-university,Karlsruher Institut für Technologie,Karlsruhe Institute of Technology,KIT,KIT,Pioneers sustainable and flexible particle accelerator systems with advanced technologies.,<to be translated>,,,"","",DE,Karlsruhe,49.00937,8.40444,http://www.kit.edu/english/,http://www.kit.edu/english/,https://ror.org/04t3en479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,17,4,7,0,0,30,1,0,2,29,0,02: prereview request,,härer.bastian
community/kit/division-5,community/kit,community/kit,full,/g/organization/formal-organization/department,false,false,false,false,true,hgf-university,Bereich V: Mathematik und Physik,Division V: Physics and Mathematics,Bereich V,Bereich V,<to be set>,<to be translated>,,,"","",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,17,4,7,0,0,30,1,0,2,29,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt,community/kit/division-5,community/kit,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,hgf-university,Institut für Strahlenphysik und -technologie,Institute for Beam Physics and Technology,IBPT,IBPT,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/index.php,https://www.ibpt.kit.edu/index.php,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,31,3,17,4,7,0,0,30,1,0,2,29,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop1,community/kit/division-5/ibpt,community/kit,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,hgf-university,Abteilung: Beschleuniger-Forschung und -Entwicklung + Betrieb I,Department: Accelerator Research and Development + Operations I,ARD+Op1,ARD+Op1,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d1.php,https://www.ibpt.kit.edu/d1.php,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,13,1,9,1,2,0,0,13,0,0,1,12,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop1/accelerators,community/kit/division-5/ibpt/ardop1,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Gruppe: Bechleuniger,Group: Accelerators,Accs,Accs,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d1.php,https://www.ibpt.kit.edu/d1.php,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,11,0,8,1,2,0,0,11,0,0,0,11,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop1/accelerators/bdt,community/kit/division-5/ibpt/ardop1/accelerators,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Team: Strahldynamik & Theorie,Team: Beam Dynamics & Theory ,BDT,BDT,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d1.php,https://www.ibpt.kit.edu/d1.php,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,2,0,2,0,0,4,0,2,0,2,0,0,4,0,0,0,4,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop1/accelerators/ci,community/kit/division-5/ibpt/ardop1/accelerators,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Team: Steuerung & Instrumente,Team: Controls & Instrumentation,CI,CI,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d1.php,https://www.ibpt.kit.edu/d1.php,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop1/accelerators/facilities,community/kit/division-5/ibpt/ardop1/accelerators,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Team: Anlagen,Team: Facilities,Facs,Facs,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d1.php,https://www.ibpt.kit.edu/d1.php,,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,4,1,0,0,0,5,0,4,1,0,0,0,5,0,0,0,5,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop1/thzir,community/kit/division-5/ibpt/ardop1,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Gruppe: THz/IR-Anwendungen,Applications THz/IR ,ThZIR,ThZIR,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d1.php,https://www.ibpt.kit.edu/d1.php,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop2,community/kit/division-5/ibpt,community/kit,full,/g/organization/formal-organization/sub-department,false,false,false,false,false,hgf-university,Abteilung: Beschleuniger-Forschung und -Entwicklung + Betrieb II,Department: Accelerator Research and Development + Operations II,ARD+Op2,ARD+Op2,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d2.php,https://www.ibpt.kit.edu/d2.php,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,15,1,8,3,3,0,0,14,1,0,0,15,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop2/aac,community/kit/division-5/ibpt/ardop2,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Gruppe: Neue Beschleunigerkonzepte,Group: New Accelerator Concepts ,AAC,AAC,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d2_AAC.php,https://www.ibpt.kit.edu/d2_AAC.php,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,2,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop2/aac/team-aac,community/kit/division-5/ibpt/ardop2/aac,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Team: AAC,Team: NAC,AAC,AAC,<to be set>,<to be translated>,Advanced Accelerator Concepts ,,"","",,,,,https://www.ibpt.kit.edu/d2_AAC.php,https://www.ibpt.kit.edu/d2_AAC.php,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop2/drd,community/kit/division-5/ibpt/ardop2,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Gruppe: Diagnose R&D,Group: Diagnosis R&D,DRD,DRD,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d2_DRD.php,https://www.ibpt.kit.edu/d2_DRD.php,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,2,2,0,0,8,0,0,0,8,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop2/drd/ai,community/kit/division-5/ibpt/ardop2/drd,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Team: AI4Accelerators,Team: AI4Accelerators,AI,AI,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d2_DRD.php,https://www.ibpt.kit.edu/d2_DRD.php,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop2/drd/funkner,community/kit/division-5/ibpt/ardop2/drd,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Team: Funker,Team: Funker,,,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d2_DRD.php,https://www.ibpt.kit.edu/d2_DRD.php,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,1,0,0,2,0,1,0,1,0,0,2,0,0,0,2,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop2/drd/gethmann,community/kit/division-5/ibpt/ardop2/drd,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Team: Gethmann,Team: Gethmann,GTHMNN,GTHMNN,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d2_DRD.php,https://www.ibpt.kit.edu/d2_DRD.php,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop2/drd/nasse,community/kit/division-5/ibpt/ardop2/drd,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Team: Nasse,Team: Nasse,NSS,NSS,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d2_DRD.php,https://www.ibpt.kit.edu/d2_DRD.php,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop2/drd/niehues,community/kit/division-5/ibpt/ardop2/drd,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Team: Niehues,Team: Niehues,NHS,NHS,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d2_DRD.php,https://www.ibpt.kit.edu/d2_DRD.php,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,1,0,0,0,2,0,1,1,0,0,0,2,0,0,0,2,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop2/drd/steinmann,community/kit/division-5/ibpt/ardop2/drd,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Team: Steinmann,Team: Steinmann,STMNN,STMNN,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d2_DRD.php,https://www.ibpt.kit.edu/d2_DRD.php,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,1,0,0,2,0,1,0,1,0,0,2,0,0,0,2,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop2/id,community/kit/division-5/ibpt/ardop2,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Gruppe: Insertion Devices,Group: Insertion Devices,ID,ID,<to be set>,<to be translated>,,,Prof. Dr.-Ing. Steffen Grohmann,"",,,,,https://www.ibpt.kit.edu/d2_ID.php,https://www.ibpt.kit.edu/d2_ID.php,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,4,1,2,0,1,0,0,3,1,0,0,4,0,01: preparation,,härer.bastian
community/kit/division-5/ibpt/ardop2/id/grau,community/kit/division-5/ibpt/ardop2/id,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Team: Grau,Team: Grau,FNKR,FNKR,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d2_DRD.php,https://www.ibpt.kit.edu/d2_DRD.php,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/ardop2/id/saez-de-jauregui,community/kit/division-5/ibpt/ardop2/id,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Team: Saez de Jauregui,Team: Saez de Jauregui,FNKR,FNKR,<to be set>,<to be translated>,,,"","",,,,,https://www.ibpt.kit.edu/d2_DRD.php,https://www.ibpt.kit.edu/d2_DRD.php,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,1,0,0,2,0,1,0,1,0,0,2,0,0,0,2,0,02: prereview request,,härer.bastian
community/kit/division-5/ibpt/sst,community/kit/division-5/ibpt,community/kit,full,/g/organization/working-group,false,false,false,true,false,hgf-university,Gruppe: Superconducting System Technology,Research Group Supraleitende Systemtechnologie,SST,SST,<to be set>,<to be translated>,,,Prof. Dr.-Ing. Steffen Grohmann,"",,,,,https://www.ibpt.kit.edu/RG_sst.php,https://www.ibpt.kit.edu/RG_sst.php,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,01: preparation,,härer.bastian
leaps,,,none,/g/organization/consortium,false,false,false,false,false,consortium,LEAPS,LEAPS,LEAPS,LEAPS,<to be set>,<to be translated>,"LEAPS (League of European Accelerator-based Photon Sources) ist eine Gemeinschaft von europäischen Synchrotron- und Freie-Elektronen-Laser-Photonenquellen. Die 2017 gegründete Organisation hat das Ziel, die Zusammenarbeit und Qualität der an Photonenquellen durchgeführten Grundlagen-, angewandten und industriellen Forschung zu fördern.","LEAPS (League of European Accelerator-based Photon Sources) is a community of European synchrotron and free-electron laser photon sources. Founded in 2017, the organisation aims to promote collaboration and quality in basic, applied and industrial research carried out at photon sources.","","",Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,01: preparation,,
lens,,,none,/g/organization/consortium,false,false,false,false,false,consortium,League Of Advanced European Neutron Sources,League Of Advanced European Neutron Sources,LENS,LENS,<to be set>,<to be translated>,"LENS (League of Advanced European Neutron Sources) ist eine Gemeinschaft, die alle europäischen Synchrotron- und Freie-Elektronen-Laser-Photonequellen in Europa zusammenbringt. Die 2017 gegründete Organisation hat sich zum Ziel gesetzt, die Qualität und die positiven Auswirkungen der an ihren Mitgliedern durchgeführten Grundlagen-, angewandten und industriellen Forschung zu fördern und sicherzustellen.","LENS (League of Advanced European Neutron Sources) is a community that brings together all European synchrotron and free-electron laser photon sources in Europe. Founded in 2017, the organisation aims to promote and ensure the quality and positive impact of basic, applied and industrial research carried out at its members.","","",Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,01: preparation,,
